"date","county","hospitalized_covid_confirmed_patients","hospitalized_suspected_covid_patients","hospitalized_covid_patients","all_hospital_beds","icu_covid_confirmed_patients","icu_suspected_covid_patients","icu_available_beds"
2023-04-01,"San Diego",3691,420,4111,194962,469,29,7441
2023-04-01,"San Francisco",1518,211,1729,64595,198,33,2351
2023-04-01,"San Joaquin",859,48,907,26933,129,4,435
2023-04-01,"San Luis Obispo",188,2,190,13353,4,0,631
2023-04-01,"San Mateo",682,109,791,20200,54,7,421
2023-04-01,"Santa Barbara",495,27,522,18120,61,16,517
2023-04-01,"Santa Clara",2895,480,3375,95008,422,55,1454
2023-04-01,"Santa Cruz",575,0,575,9902,30,0,25
2023-04-01,"Shasta",111,43,154,17040,20,1,591
2023-04-01,"Siskiyou",27,0,27,1680,4,1,135
2023-04-01,"Solano",748,412,1160,19143,74,38,310
2023-04-01,"Sonoma",784,236,1020,19483,60,11,782
2023-04-01,"Stanislaus",896,212,1108,36782,97,44,745
2023-04-01,"Sutter",0,0,0,420,0,0,0
2023-04-01,"Tehama",16,0,16,1800,0,0,78
2023-04-01,"Trinity",0,0,0,300,0,0,0
2023-04-01,"Tulare",459,42,501,19790,19,2,814
2023-04-01,"Tuolumne",7,0,7,2160,2,0,83
2023-04-01,"Ventura",639,89,728,35385,27,2,893
2023-04-01,"Yolo",82,1,83,3999,7,0,76
2023-04-01,"Yuba",93,0,93,7835,2,0,217
2023-05-01,"Alameda",1828,258,2086,70076,189,NA,2978
2023-05-01,"Amador",11,0,11,1677,3,NA,82
2023-05-01,"Butte",288,4,292,7782,1,NA,524
2023-05-01,"Calaveras",13,0,13,NA,1,NA,47
2023-05-01,"Colusa",13,0,13,NA,0,NA,0
2023-05-01,"Contra Costa",1172,233,1405,36666,130,NA,2248
2023-05-01,"Del Norte",22,0,22,1691,4,NA,48
2023-05-01,"El Dorado",83,2,85,NA,21,NA,211
2023-05-01,"Fresno",1711,167,1878,41809,165,NA,2211
2023-05-01,"Glenn",11,0,11,864,0,NA,0
2023-05-01,"Humboldt",48,0,48,8443,5,NA,281
2023-05-01,"Imperial",220,0,220,5651,36,NA,349
2023-05-01,"Inyo",4,0,4,NA,1,NA,110
2023-05-01,"Kern",261,0,261,12557,52,NA,685
2023-05-01,"Kings",28,0,28,NA,1,NA,67
2023-05-01,"Lake",37,0,37,1278,4,NA,18
2023-05-01,"Lassen",15,1,16,NA,0,NA,0
2023-05-01,"Los Angeles",7843,866,8709,412684,761,NA,25364
2023-05-01,"Madera",30,2,32,NA,0,NA,170
2023-05-01,"Marin",403,107,510,10648,53,NA,228
2023-05-01,"Mariposa",0,0,0,NA,0,NA,0
2023-05-01,"Mendocino",36,0,36,NA,9,NA,136
2023-05-01,"Merced",126,0,126,3576,4,NA,356
2023-05-01,"Modoc",0,0,0,NA,0,NA,0
2023-05-01,"Mono",0,0,0,527,0,NA,59
2023-05-01,"Monterey",386,19,405,9566,15,NA,551
2023-05-01,"Napa",49,1,50,5432,9,NA,170
2023-05-01,"Nevada",144,0,144,NA,21,NA,207
2023-05-01,"Orange",2229,146,2375,131566,295,NA,6074
2023-05-01,"Placer",1272,166,1438,26181,80,NA,664
2023-05-01,"Plumas",10,0,10,560,0,NA,0
2023-05-01,"Riverside",1232,157,1389,73746,144,NA,5149
2023-05-01,"Sacramento",1946,369,2315,47553,221,NA,2108
2023-05-01,"San Benito",19,0,19,NA,1,NA,69
2023-05-01,"San Bernardino",1410,125,1535,81192,239,NA,7525
2023-05-01,"San Diego",2477,4435,6912,124911,237,NA,11347
2023-05-01,"San Francisco",1262,165,1427,39281,134,NA,2673
2023-05-01,"San Joaquin",469,39,508,11420,68,NA,962
2023-05-01,"San Luis Obispo",172,12,184,4383,1,NA,1036
2023-05-01,"San Mateo",561,103,664,15838,36,NA,807
2023-05-01,"Santa Barbara",299,36,335,13012,13,NA,817
2023-05-01,"Santa Clara",2805,393,3198,93441,403,NA,2871
2023-05-01,"Santa Cruz",236,0,236,3910,13,NA,193
2023-05-01,"Shasta",160,18,178,9082,43,NA,653
2023-05-01,"Siskiyou",16,1,17,NA,0,NA,154
2023-05-01,"Solano",499,245,744,14836,82,NA,708
2023-05-01,"Sonoma",468,183,651,17373,56,NA,1022
2023-05-01,"Stanislaus",696,121,817,24225,72,NA,1707
2023-05-01,"Sutter",0,0,0,434,0,NA,0
2023-05-01,"Tehama",41,0,41,NA,0,NA,128
2023-05-01,"Trinity",0,0,0,NA,0,NA,0
2023-05-01,"Tulare",177,28,205,6953,5,NA,1145
2023-05-01,"Tuolumne",40,0,40,NA,2,NA,99
2023-05-01,"Ventura",502,119,621,19712,23,NA,1615
2023-05-01,"Yolo",72,0,72,2951,10,NA,94
2023-05-01,"Yuba",83,3,86,NA,17,NA,224
2023-06-01,"Alameda",1558,431,1835,63052,132,NA,3781
2023-06-01,"Amador",13,0,13,1621,4,NA,74
2023-06-01,"Butte",91,2,54,4710,15,NA,468
2023-06-01,"Calaveras",16,0,2,NA,7,NA,144
2023-06-01,"Colusa",7,0,2,930,1,NA,0
2023-06-01,"Contra Costa",896,659,1528,32382,46,NA,2110
2023-06-01,"Del Norte",9,0,9,1626,1,NA,34
2023-06-01,"El Dorado",18,0,5,NA,4,NA,285
2023-06-01,"Fresno",1307,218,881,34681,100,NA,2396
2023-06-01,"Glenn",0,0,0,759,0,NA,0
2023-06-01,"Humboldt",68,0,64,8155,0,NA,328
2023-06-01,"Imperial",66,0,36,NA,4,NA,296
2023-06-01,"Inyo",2,0,2,NA,1,NA,115
2023-06-01,"Kern",195,2,118,2435,22,NA,393
2023-06-01,"Kings",26,0,10,NA,1,NA,53
2023-06-01,"Lake",7,0,7,841,0,NA,27
2023-06-01,"Lassen",3,1,4,NA,0,NA,0
2023-06-01,"Los Angeles",6699,648,5695,327533,706,NA,30713
2023-06-01,"Madera",15,0,6,NA,0,NA,81
2023-06-01,"Marin",288,190,478,9705,41,NA,148
2023-06-01,"Mariposa",0,0,0,NA,0,NA,0
2023-06-01,"Mendocino",25,0,7,NA,4,NA,124
2023-06-01,"Merced",40,3,24,1244,5,NA,324
2023-06-01,"Modoc",0,0,0,NA,0,NA,0
2023-06-01,"Mono",3,0,3,510,0,NA,51
2023-06-01,"Monterey",117,2,34,2858,47,NA,683
2023-06-01,"Napa",82,2,81,4657,7,NA,209
2023-06-01,"Nevada",43,5,20,NA,0,NA,151
2023-06-01,"Orange",1523,150,1421,95527,233,NA,7015
2023-06-01,"Placer",822,360,1182,25552,32,NA,687
2023-06-01,"Plumas",2,0,0,NA,0,NA,0
2023-06-01,"Riverside",718,135,730,48293,75,NA,5792
2023-06-01,"Sacramento",1680,661,1986,29514,242,NA,1608
2023-06-01,"San Benito",14,0,12,NA,0,NA,119
2023-06-01,"San Bernardino",883,79,812,63636,148,NA,8507
2023-06-01,"San Diego",1812,2627,4223,81355,165,NA,11983
2023-06-01,"San Francisco",1130,196,1016,27285,143,NA,3004
2023-06-01,"San Joaquin",415,96,302,3295,87,NA,1084
2023-06-01,"San Luis Obispo",134,30,140,0,3,NA,1193
2023-06-01,"San Mateo",435,222,581,13091,56,NA,914
2023-06-01,"Santa Barbara",246,6,113,9960,4,NA,1018
2023-06-01,"Santa Clara",2126,297,1743,81711,213,NA,3963
2023-06-01,"Santa Cruz",194,10,204,871,13,NA,244
2023-06-01,"Shasta",175,23,93,4707,36,NA,423
2023-06-01,"Siskiyou",3,0,3,NA,0,NA,99
2023-06-01,"Solano",654,623,1238,12516,74,NA,791
2023-06-01,"Sonoma",395,231,617,15712,31,NA,1193
2023-06-01,"Stanislaus",383,232,615,16762,39,NA,2162
2023-06-01,"Sutter",0,0,0,420,0,NA,0
2023-06-01,"Tehama",6,0,0,NA,0,NA,158
2023-06-01,"Trinity",0,0,0,NA,0,NA,0
2023-06-01,"Tulare",125,16,50,420,0,NA,1248
2023-06-01,"Tuolumne",18,0,7,NA,0,NA,86
2023-06-01,"Ventura",592,93,422,11042,73,NA,1600
2023-06-01,"Yolo",72,0,61,2197,26,NA,80
2023-06-01,"Yuba",47,0,15,NA,3,NA,314
2023-07-01,"Alameda",1835,727,2347,65309,176,NA,4105
2023-07-01,"Amador",12,0,12,1674,2,NA,63
2023-07-01,"Butte",92,5,43,4867,5,NA,489
2023-07-01,"Calaveras",32,0,0,NA,27,NA,177
2023-07-01,"Colusa",0,0,0,NA,0,NA,0
2023-07-01,"Contra Costa",985,656,1596,33494,107,NA,2041
2023-07-01,"Del Norte",25,0,25,1701,1,NA,78
2023-07-01,"El Dorado",41,0,0,NA,7,NA,276
2023-07-01,"Fresno",1311,220,441,36612,75,NA,2025
2023-07-01,"Glenn",0,0,0,816,0,NA,0
2023-07-01,"Humboldt",127,1,128,8488,12,NA,368
2023-07-01,"Imperial",4,0,0,NA,0,NA,328
2023-07-01,"Inyo",9,0,0,NA,0,NA,110
2023-07-01,"Kern",146,0,9,2259,8,NA,382
2023-07-01,"Kings",92,0,0,NA,4,NA,60
2023-07-01,"Lake",17,0,7,869,10,NA,46
2023-07-01,"Lassen",6,0,6,NA,0,NA,0
2023-07-01,"Los Angeles",7063,495,4577,331117,697,NA,31255
2023-07-01,"Madera",38,0,0,NA,0,NA,101
2023-07-01,"Marin",303,228,531,9842,31,NA,125
2023-07-01,"Mariposa",13,0,0,NA,0,NA,0
2023-07-01,"Mendocino",41,0,0,NA,18,NA,123
2023-07-01,"Merced",27,0,5,1275,1,NA,330
2023-07-01,"Modoc",0,0,0,NA,0,NA,0
2023-07-01,"Mono",0,0,0,527,0,NA,54
2023-07-01,"Monterey",240,0,6,465,2,NA,797
2023-07-01,"Napa",84,7,65,4805,9,NA,270
2023-07-01,"Nevada",6,0,0,NA,0,NA,155
2023-07-01,"Orange",1741,124,1364,90141,181,NA,7176
2023-07-01,"Placer",794,315,1109,26288,59,NA,777
2023-07-01,"Plumas",3,0,0,NA,0,NA,0
2023-07-01,"Riverside",787,81,533,45832,92,NA,5902
2023-07-01,"Sacramento",1205,810,1614,30432,76,NA,2158
2023-07-01,"San Benito",5,0,0,NA,0,NA,94
2023-07-01,"San Bernardino",889,107,794,65380,132,NA,9142
2023-07-01,"San Diego",1986,1869,3492,82375,234,NA,11655
2023-07-01,"San Francisco",1138,138,655,28223,109,NA,3198
2023-07-01,"San Joaquin",331,146,228,3449,59,NA,833
2023-07-01,"San Luis Obispo",81,0,61,84,0,NA,1252
2023-07-01,"San Mateo",524,246,614,13452,45,NA,1024
2023-07-01,"Santa Barbara",254,0,8,10292,42,NA,1069
2023-07-01,"Santa Clara",2347,642,1854,80783,189,NA,3922
2023-07-01,"Santa Cruz",130,0,130,904,1,NA,223
2023-07-01,"Shasta",185,33,66,4460,17,NA,86
2023-07-01,"Siskiyou",10,0,0,NA,2,NA,100
2023-07-01,"Solano",609,642,1178,12736,37,NA,834
2023-07-01,"Sonoma",413,352,759,16279,23,NA,1517
2023-07-01,"Stanislaus",303,274,577,17048,25,NA,2238
2023-07-01,"Sutter",0,0,0,434,0,NA,0
2023-07-01,"Tehama",9,0,0,NA,0,NA,125
2023-07-01,"Trinity",0,0,0,NA,0,NA,0
2023-07-01,"Tulare",133,0,0,434,2,NA,1261
2023-07-01,"Tuolumne",21,0,0,NA,5,NA,85
2023-07-01,"Ventura",576,26,204,11346,62,NA,1731
2023-07-01,"Yolo",52,0,42,2265,7,NA,96
2023-07-01,"Yuba",51,0,0,NA,2,NA,443
2023-08-01,"Alameda",2233,992,2825,65344,160,NA,4637
2023-08-01,"Amador",33,0,33,1675,7,NA,103
2023-08-01,"Butte",353,0,189,4867,25,NA,438
2023-08-01,"Calaveras",11,0,0,NA,3,NA,152
2023-08-01,"Colusa",0,0,0,961,0,NA,0
2023-08-01,"Contra Costa",1522,598,2051,33269,198,NA,1944
2023-08-01,"Del Norte",33,0,33,1712,12,NA,103
2023-08-01,"El Dorado",51,0,0,NA,10,NA,255
2023-08-01,"Fresno",2064,306,650,36692,188,NA,2068
2023-08-01,"Glenn",0,0,0,816,0,NA,0
2023-08-01,"Humboldt",75,0,75,8474,17,NA,304
2023-08-01,"Imperial",57,0,0,NA,7,NA,282
2023-08-01,"Inyo",14,0,0,NA,0,NA,109
2023-08-01,"Kern",538,0,5,2844,62,NA,601
2023-08-01,"Kings",172,0,0,NA,35,NA,66
2023-08-01,"Lake",43,0,17,871,18,NA,43
2023-08-01,"Lassen",5,1,6,NA,0,NA,0
2023-08-01,"Los Angeles",13226,648,8449,328251,1100,NA,31138
2023-08-01,"Madera",72,0,0,NA,0,NA,87
2023-08-01,"Marin",459,315,761,10124,16,NA,162
2023-08-01,"Mariposa",2,0,0,NA,0,NA,0
2023-08-01,"Mendocino",60,0,0,NA,15,NA,162
2023-08-01,"Merced",121,0,39,1281,9,NA,350
2023-08-01,"Modoc",0,0,0,NA,0,NA,0
2023-08-01,"Mono",9,0,9,527,0,NA,62
2023-08-01,"Monterey",403,0,5,465,55,NA,764
2023-08-01,"Napa",87,1,62,4805,25,NA,276
2023-08-01,"Nevada",85,0,0,NA,4,NA,146
2023-08-01,"Orange",2604,163,1877,88352,288,NA,6666
2023-08-01,"Placer",1187,389,1576,25951,104,NA,719
2023-08-01,"Plumas",8,0,0,NA,0,NA,0
2023-08-01,"Riverside",1587,141,1084,46203,232,NA,5663
2023-08-01,"Sacramento",1900,840,1942,30374,172,NA,1957
2023-08-01,"San Benito",9,0,0,NA,1,NA,62
2023-08-01,"San Bernardino",1678,50,1268,65154,202,NA,8731
2023-08-01,"San Diego",4081,2297,5737,82182,288,NA,11689
2023-08-01,"San Francisco",1375,75,640,28337,149,NA,2972
2023-08-01,"San Joaquin",607,122,217,3390,112,NA,1043
2023-08-01,"San Luis Obispo",155,8,124,71,2,NA,1263
2023-08-01,"San Mateo",821,190,845,13565,71,NA,1045
2023-08-01,"Santa Barbara",414,0,4,10292,39,NA,972
2023-08-01,"Santa Clara",3365,650,2344,80988,304,NA,3849
2023-08-01,"Santa Cruz",249,0,249,902,0,NA,276
2023-08-01,"Shasta",129,24,48,4416,30,NA,100
2023-08-01,"Siskiyou",20,0,2,NA,11,NA,106
2023-08-01,"Solano",831,455,1136,12402,65,NA,783
2023-08-01,"Sonoma",599,426,983,16514,30,NA,1157
2023-08-01,"Stanislaus",567,255,817,17053,88,NA,2233
2023-08-01,"Sutter",0,0,0,434,0,NA,0
2023-08-01,"Tehama",15,0,0,NA,0,NA,128
2023-08-01,"Trinity",0,0,0,NA,0,NA,0
2023-08-01,"Tulare",306,0,0,434,23,NA,1040
2023-08-01,"Tuolumne",32,0,0,NA,0,NA,92
2023-08-01,"Ventura",740,21,287,11346,71,NA,1745
2023-08-01,"Yolo",113,0,32,2264,58,NA,103
2023-08-01,"Yuba",119,0,0,NA,12,NA,394
2023-09-01,"Alameda",2201,1190,3029,62758,159,NA,4267
2023-09-01,"Amador",48,0,48,1620,25,NA,48
2023-09-01,"Butte",496,9,227,4710,30,NA,425
2023-09-01,"Calaveras",15,1,2,NA,2,NA,190
2023-09-01,"Colusa",24,0,0,930,0,NA,0
2023-09-01,"Contra Costa",1546,813,2250,32267,177,NA,1702
2023-09-01,"Del Norte",17,0,17,1651,3,NA,87
2023-09-01,"El Dorado",47,0,0,NA,15,NA,293
2023-09-01,"Fresno",2449,263,570,35633,262,NA,2022
2023-09-01,"Glenn",14,0,1,785,0,NA,0
2023-09-01,"Humboldt",179,1,180,6597,24,NA,275
2023-09-01,"Imperial",145,0,0,NA,37,NA,334
2023-09-01,"Inyo",20,0,0,NA,3,NA,104
2023-09-01,"Kern",727,5,33,3048,92,NA,699
2023-09-01,"Kings",170,0,0,NA,16,NA,83
2023-09-01,"Lake",67,0,35,840,21,NA,24
2023-09-01,"Lassen",25,4,29,NA,0,NA,0
2023-09-01,"Los Angeles",16488,795,10727,327059,1857,NA,30449
2023-09-01,"Madera",148,0,4,NA,0,NA,83
2023-09-01,"Marin",385,310,695,9739,27,NA,132
2023-09-01,"Mariposa",33,0,0,NA,0,NA,0
2023-09-01,"Mendocino",83,0,0,NA,22,NA,153
2023-09-01,"Merced",186,0,30,1237,14,NA,395
2023-09-01,"Modoc",7,0,0,NA,0,NA,0
2023-09-01,"Mono",5,0,5,510,0,NA,49
2023-09-01,"Monterey",536,0,5,450,15,NA,777
2023-09-01,"Napa",149,0,123,3833,39,NA,179
2023-09-01,"Nevada",93,0,0,NA,14,NA,139
2023-09-01,"Orange",3782,101,2655,87889,428,NA,7046
2023-09-01,"Placer",1564,547,2111,25120,121,NA,754
2023-09-01,"Plumas",14,0,0,NA,0,NA,0
2023-09-01,"Riverside",2187,121,1549,44906,250,NA,5520
2023-09-01,"Sacramento",2564,798,2099,28945,247,NA,1703
2023-09-01,"San Benito",12,0,0,NA,2,NA,31
2023-09-01,"San Bernardino",2115,32,1649,61890,329,NA,8652
2023-09-01,"San Diego",5289,1671,6014,79789,458,NA,11029
2023-09-01,"San Francisco",1475,91,717,27557,181,NA,2781
2023-09-01,"San Joaquin",789,71,196,3261,155,NA,1188
2023-09-01,"San Luis Obispo",140,0,73,0,1,NA,1280
2023-09-01,"San Mateo",786,267,855,12813,72,NA,906
2023-09-01,"Santa Barbara",484,0,0,9960,31,NA,750
2023-09-01,"Santa Clara",3767,626,2403,77359,514,NA,3582
2023-09-01,"Santa Cruz",202,0,202,870,0,NA,291
2023-09-01,"Shasta",346,28,56,4355,40,NA,-163
2023-09-01,"Siskiyou",73,0,0,NA,17,NA,89
2023-09-01,"Solano",850,496,1218,12226,90,NA,749
2023-09-01,"Sonoma",736,297,1026,15620,29,NA,670
2023-09-01,"Stanislaus",701,248,920,16690,74,NA,2083
2023-09-01,"Sutter",0,0,0,420,0,NA,0
2023-09-01,"Tehama",50,0,0,NA,9,NA,138
2023-09-01,"Trinity",2,0,0,NA,0,NA,0
2023-09-01,"Tulare",385,0,0,420,31,NA,1093
2023-09-01,"Tuolumne",58,0,0,NA,1,NA,70
2023-09-01,"Ventura",1159,23,372,10980,127,NA,1491
2023-09-01,"Yolo",143,0,85,2191,41,NA,99
2023-09-01,"Yuba",177,0,0,NA,8,NA,481
2023-10-01,"Alameda",1712,1179,2636,62247,140,NA,4077
2023-10-01,"Amador",36,0,36,1674,14,NA,68
2023-10-01,"Butte",394,0,260,4843,22,NA,387
2023-10-01,"Calaveras",12,0,0,NA,5,NA,176
2023-10-01,"Colusa",3,0,0,961,0,NA,0
2023-10-01,"Contra Costa",1215,808,1939,33261,146,NA,1825
2023-10-01,"Del Norte",19,0,19,1717,6,NA,50
2023-10-01,"El Dorado",57,0,0,NA,10,NA,268
2023-10-01,"Fresno",1839,233,460,36599,197,NA,2149
2023-10-01,"Glenn",0,0,0,806,0,NA,0
2023-10-01,"Humboldt",124,0,124,5968,5,NA,371
2023-10-01,"Imperial",167,0,0,NA,30,NA,352
2023-10-01,"Inyo",13,0,0,NA,0,NA,105
2023-10-01,"Kern",348,0,7,2775,46,NA,928
2023-10-01,"Kings",111,0,0,NA,1,NA,74
2023-10-01,"Lake",28,0,20,873,5,NA,45
2023-10-01,"Lassen",14,1,15,NA,0,NA,0
2023-10-01,"Los Angeles",11059,599,7483,330043,1281,NA,33765
2023-10-01,"Madera",154,0,0,NA,0,NA,98
2023-10-01,"Marin",421,247,659,10033,75,NA,143
2023-10-01,"Mariposa",10,0,0,NA,0,NA,0
2023-10-01,"Mendocino",102,0,0,NA,37,NA,162
2023-10-01,"Merced",105,0,31,1316,11,NA,348
2023-10-01,"Modoc",15,0,0,NA,0,NA,0
2023-10-01,"Mono",0,0,0,527,0,NA,56
2023-10-01,"Monterey",292,0,5,465,5,NA,610
2023-10-01,"Napa",118,0,78,3733,19,NA,113
2023-10-01,"Nevada",76,0,0,NA,13,NA,139
2023-10-01,"Orange",2900,222,2285,90456,309,NA,7860
2023-10-01,"Placer",1423,529,1952,25823,110,NA,674
2023-10-01,"Plumas",0,0,0,NA,0,NA,0
2023-10-01,"Riverside",1737,95,1365,45902,175,NA,5640
2023-10-01,"Sacramento",2327,722,2045,29973,273,NA,1732
2023-10-01,"San Benito",7,0,0,NA,2,NA,52
2023-10-01,"San Bernardino",1652,36,1254,63083,219,NA,9068
2023-10-01,"San Diego",4022,2290,5576,82126,320,NA,11513
2023-10-01,"San Francisco",1466,149,755,28399,187,NA,2858
2023-10-01,"San Joaquin",513,117,229,3252,105,NA,1073
2023-10-01,"San Luis Obispo",91,2,53,0,0,NA,1338
2023-10-01,"San Mateo",685,245,826,12956,87,NA,883
2023-10-01,"Santa Barbara",431,2,4,10292,36,NA,894
2023-10-01,"Santa Clara",2904,743,2038,79694,419,NA,3780
2023-10-01,"Santa Cruz",235,0,235,903,0,NA,256
2023-10-01,"Shasta",255,20,40,4514,34,NA,-31
2023-10-01,"Siskiyou",34,0,0,NA,6,NA,87
2023-10-01,"Solano",692,735,1287,11897,60,NA,843
2023-10-01,"Sonoma",618,332,943,15507,65,NA,544
2023-10-01,"Stanislaus",507,345,840,16950,99,NA,2202
2023-10-01,"Sutter",0,0,0,434,0,NA,0
2023-10-01,"Tehama",38,0,0,NA,7,NA,165
2023-10-01,"Trinity",0,0,0,NA,0,NA,0
2023-10-01,"Tulare",233,0,0,434,17,NA,1119
2023-10-01,"Tuolumne",38,0,0,NA,1,NA,78
2023-10-01,"Ventura",889,21,372,11346,148,NA,1742
2023-10-01,"Yolo",102,0,60,2265,8,NA,103
2023-10-01,"Yuba",108,0,0,NA,29,NA,365
2023-11-01,"Alameda",1545,1465,2742,59506,138,NA,3811
2023-11-01,"Amador",22,0,22,1627,2,NA,62
2023-11-01,"Butte",391,0,172,4710,27,NA,386
2023-11-01,"Calaveras",6,0,0,NA,3,NA,161
2023-11-01,"Colusa",8,0,0,930,0,NA,0
2023-11-01,"Contra Costa",1458,1019,2405,32812,187,NA,1977
2023-11-01,"Del Norte",16,0,16,1671,0,NA,59
2023-11-01,"El Dorado",119,0,0,NA,23,NA,293
2023-11-01,"Fresno",2038,285,570,35245,244,NA,2090
2023-11-01,"Glenn",0,0,0,754,0,NA,0
2023-11-01,"Humboldt",185,0,185,5942,3,NA,336
2023-11-01,"Imperial",157,0,0,NA,35,NA,333
2023-11-01,"Inyo",16,0,0,NA,2,NA,108
2023-11-01,"Kern",464,0,30,2756,56,NA,508
2023-11-01,"Kings",123,0,0,NA,40,NA,77
2023-11-01,"Lake",25,0,16,840,1,NA,35
2023-11-01,"Lassen",12,0,12,NA,0,NA,0
2023-11-01,"Los Angeles",10872,759,7200,321011,1003,NA,31349
2023-11-01,"Madera",107,0,0,NA,0,NA,105
2023-11-01,"Marin",392,499,881,9806,25,NA,153
2023-11-01,"Mariposa",11,0,0,NA,0,NA,0
2023-11-01,"Mendocino",78,0,0,NA,53,NA,174
2023-11-01,"Merced",113,0,25,1265,9,NA,285
2023-11-01,"Modoc",0,0,0,NA,0,NA,0
2023-11-01,"Mono",0,0,0,510,0,NA,48
2023-11-01,"Monterey",259,0,5,435,10,NA,745
2023-11-01,"Napa",151,0,136,3729,9,NA,111
2023-11-01,"Nevada",177,0,0,NA,36,NA,113
2023-11-01,"Orange",2414,127,2085,82672,228,NA,6773
2023-11-01,"Placer",1460,732,2192,25220,138,NA,457
2023-11-01,"Plumas",6,0,0,NA,0,NA,0
2023-11-01,"Riverside",2131,87,1686,44068,219,NA,5498
2023-11-01,"Sacramento",2365,1164,2664,29266,238,NA,1413
2023-11-01,"San Benito",11,0,0,NA,2,NA,68
2023-11-01,"San Bernardino",2062,44,1521,61696,319,NA,8093
2023-11-01,"San Diego",3464,2340,5346,78076,343,NA,11250
2023-11-01,"San Francisco",1534,112,729,28246,200,NA,2966
2023-11-01,"San Joaquin",671,119,228,3323,57,NA,621
2023-11-01,"San Luis Obispo",163,0,99,0,11,NA,1209
2023-11-01,"San Mateo",620,570,1082,13312,66,NA,935
2023-11-01,"Santa Barbara",512,0,0,9960,35,NA,1015
2023-11-01,"Santa Clara",2639,1109,2418,78577,340,NA,3683
2023-11-01,"Santa Cruz",222,0,222,870,0,NA,252
2023-11-01,"Shasta",304,37,74,4440,53,NA,-89
2023-11-01,"Siskiyou",16,0,0,NA,6,NA,106
2023-11-01,"Solano",604,874,1405,12484,53,NA,837
2023-11-01,"Sonoma",632,370,989,15800,89,NA,363
2023-11-01,"Stanislaus",625,477,1097,16624,62,NA,2003
2023-11-01,"Sutter",0,0,0,420,0,NA,0
2023-11-01,"Tehama",29,0,0,NA,2,NA,159
2023-11-01,"Trinity",0,0,0,NA,0,NA,0
2023-11-01,"Tulare",312,0,0,420,29,NA,990
2023-11-01,"Tuolumne",31,0,0,NA,4,NA,58
2023-11-01,"Ventura",772,53,225,10980,95,NA,1370
2023-11-01,"Yolo",98,0,68,2190,25,NA,114
2023-11-01,"Yuba",182,0,0,NA,20,NA,414
2023-12-01,"Alameda",2698,1944,4083,61891,269,NA,3587
2023-12-01,"Amador",54,0,54,1694,19,NA,69
2023-12-01,"Butte",321,0,107,4867,20,NA,396
2023-12-01,"Calaveras",6,0,0,NA,1,NA,161
2023-12-01,"Colusa",3,0,0,961,0,NA,0
2023-12-01,"Contra Costa",2079,1231,3144,34323,296,NA,1507
2023-12-01,"Del Norte",7,0,7,1714,2,NA,89
2023-12-01,"El Dorado",181,0,0,NA,38,NA,234
2023-12-01,"Fresno",2491,495,847,33245,258,NA,1799
2023-12-01,"Glenn",5,0,0,806,0,NA,0
2023-12-01,"Humboldt",179,0,179,5697,8,NA,240
2023-12-01,"Imperial",120,0,0,NA,10,NA,321
2023-12-01,"Inyo",27,0,0,NA,5,NA,111
2023-12-01,"Kern",500,0,0,2805,68,NA,717
2023-12-01,"Kings",158,0,0,NA,14,NA,66
2023-12-01,"Lake",37,0,30,871,3,NA,35
2023-12-01,"Lassen",0,0,0,NA,0,NA,0
2023-12-01,"Los Angeles",19822,1041,12919,321928,1847,NA,29761
2023-12-01,"Madera",127,0,0,NA,0,NA,85
2023-12-01,"Marin",421,469,886,10378,57,NA,130
2023-12-01,"Mariposa",4,0,0,NA,0,NA,0
2023-12-01,"Mendocino",98,0,0,NA,30,NA,145
2023-12-01,"Merced",180,0,51,1312,34,NA,268
2023-12-01,"Modoc",0,0,0,NA,0,NA,0
2023-12-01,"Mono",2,0,2,527,0,NA,55
2023-12-01,"Monterey",383,1,24,465,20,NA,613
2023-12-01,"Napa",88,0,64,NA,14,NA,112
2023-12-01,"Nevada",143,0,0,NA,10,NA,129
2023-12-01,"Orange",5075,109,4256,82753,574,NA,6957
2023-12-01,"Placer",1623,1034,2657,26265,180,NA,356
2023-12-01,"Plumas",7,0,0,NA,0,NA,0
2023-12-01,"Riverside",3220,118,2451,46343,324,NA,5181
2023-12-01,"Sacramento",3123,1415,3038,30686,370,NA,1409
2023-12-01,"San Benito",44,0,0,NA,3,NA,42
2023-12-01,"San Bernardino",3404,139,2473,63663,347,NA,7364
2023-12-01,"San Diego",5444,3092,7678,74795,490,NA,10153
2023-12-01,"San Francisco",1803,124,792,29165,183,NA,2806
2023-12-01,"San Joaquin",870,227,483,3731,182,NA,595
2023-12-01,"San Luis Obispo",191,0,126,0,0,NA,1306
2023-12-01,"San Mateo",814,727,1373,13865,68,NA,820
2023-12-01,"Santa Barbara",571,0,2,10292,66,NA,779
2023-12-01,"Santa Clara",3526,1188,3238,81265,395,NA,3562
2023-12-01,"Santa Cruz",221,0,221,901,0,NA,235
2023-12-01,"Shasta",445,36,73,4519,48,NA,-78
2023-12-01,"Siskiyou",34,0,0,NA,7,NA,105
2023-12-01,"Solano",937,1161,1969,13641,71,NA,908
2023-12-01,"Sonoma",710,544,1236,16097,53,NA,419
2023-12-01,"Stanislaus",811,604,1395,17485,78,NA,1988
2023-12-01,"Sutter",0,0,0,434,0,NA,0
2023-12-01,"Tehama",55,0,0,NA,2,NA,114
